"","setname","pvalue","estimate","exp","BH"
"4818","GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE",0.595836554507493,0,"Down",1
"4819","GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS",0.59811040716824,0,"UP",1
"4820","GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS",0.59811040716824,0,"Down",1
"4821","GO_LYMPHOCYTE_COSTIMULATION",0.342546611089452,0.283734226283544,"UP",1
"4822","GO_LYMPHOCYTE_COSTIMULATION",0.216524611157234,1.8636579957715,"Down",0.936192077960829
"4823","GO_REPLICATION_FORK_PROCESSING",0.000820501990320674,6.4874716700585,"UP",0.0361689954617324
"4824","GO_REPLICATION_FORK_PROCESSING",0.147717388498152,0,"Down",0.819004209049673
"4825","GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS",0.00969658052574358,0.719020421417922,"UP",0.193761826030958
"4826","GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS",0.0218081408709639,1.29745973047079,"Down",0.314594683828189
"4827","GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",0.0162241713601889,0.620646609719321,"UP",0.273724392701967
"4828","GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",0.0716012744978302,1.34382535315904,"Down",0.590574790797244
"4829","GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",0.346971984168008,0.687946891566892,"UP",1
"4830","GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",0.155448666761078,1.50288392667136,"Down",0.840812004513094
"4831","GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.188525890429129,0.424935819556256,"UP",0.893321582600474
"4832","GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.509184325478177,1.33641096961269,"Down",1
"4833","GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.299229698819061,0.677806015147565,"UP",1
"4834","GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.137034451416282,1.49090496909473,"Down",0.808827197022074
"4835","GO_REGULATION_OF_VESICLE_FUSION",0.684299471272406,1.20909940548882,"UP",1
"4836","GO_REGULATION_OF_VESICLE_FUSION",0.390280054057801,2.07509188797166,"Down",1
"4837","GO_NEGATIVE_REGULATION_OF_VESICLE_FUSION",1,0,"UP",1
"4838","GO_NEGATIVE_REGULATION_OF_VESICLE_FUSION",1,0,"Down",1
"4839","GO_POSITIVE_REGULATION_OF_VESICLE_FUSION",0.138486270219816,4.84083935559646,"UP",0.808827197022074
"4840","GO_POSITIVE_REGULATION_OF_VESICLE_FUSION",1,0,"Down",1
"4841","GO_REGULATION_OF_CELL_KILLING",0.0480106881521506,0.171878755965556,"UP",0.48799384266278
"4842","GO_REGULATION_OF_CELL_KILLING",0.139101731951168,1.84843756789324,"Down",0.808827197022074
"4843","GO_NEGATIVE_REGULATION_OF_CELL_KILLING",0.365707824420779,0,"UP",1
"4844","GO_NEGATIVE_REGULATION_OF_CELL_KILLING",0.143676878684332,2.90578826760914,"Down",0.808827197022074
"4845","GO_POSITIVE_REGULATION_OF_CELL_KILLING",0.231974758719597,0.253763980313228,"UP",0.941930320936541
"4846","GO_POSITIVE_REGULATION_OF_CELL_KILLING",0.0653575872250514,2.61419541408906,"Down",0.582007336466533
"4847","GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0187131695123315,0.591768962139418,"UP",0.28580366403146
"4848","GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0110482342806774,1.55782403160221,"Down",0.213502190586712
"4849","GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.129011919432818,0.515177862355415,"UP",0.808827197022074
"4850","GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.238611089616059,1.41593674022782,"Down",0.95349379711938
"4851","GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0540513562667906,0.532127018058719,"UP",0.52033259293574
"4852","GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0736146772170827,1.50967902352422,"Down",0.590574790797244
"4853","GO_REGULATION_OF_DEFENSE_RESPONSE",8.98602206339813e-05,0.411930640421694,"UP",0.00707244694353733
"4854","GO_REGULATION_OF_DEFENSE_RESPONSE",0.000764063303990069,1.73158737892076,"Down",0.03487864086792
"4855","GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",0.147209205059978,0.54273665661031,"UP",0.819004209049673
"4856","GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",0.0146389585323075,1.99312453673367,"Down",0.256362733308321
"4857","GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE",0.000243934350091101,0.284302055469987,"UP",0.0150029387271987
"4858","GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE",0.0152503343533451,1.70409014763321,"Down",0.263111528730688
"4859","GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION",0.274589284938673,2.41986722137336,"UP",1
"4860","GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION",0.59811040716824,0,"Down",1
"4861","GO_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS",0.313412583916227,4.83699410441435,"UP",1
"4862","GO_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS",0.313412583916227,4.83699410441435,"Down",1
"4863","GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",3.14811745112495e-06,0.539138998431588,"UP",0.000621813737317392
"4864","GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",7.57159064207504e-05,1.53572109904668,"Down",0.00628618088671197
"4865","GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",0.00371750594482763,0.50677823293784,"UP",0.108045878321582
"4866","GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",0.177524947877772,1.28225249817121,"Down",0.861070693705086
"4867","GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",1.09891147068612e-06,0.43736614698506,"UP",0.000283020130675756
"4868","GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",1.6675057694533e-05,1.734355064089,"Down",0.00203892282833986
"4869","GO_KERATINIZATION",0.463853148884218,0.535879961793386,"UP",1
"4870","GO_KERATINIZATION",0.00602609118124336,0,"Down",0.143107474040579
"4871","GO_RESPONSE_TO_METHOTREXATE",1,0,"UP",1
"4872","GO_RESPONSE_TO_METHOTREXATE",1,0,"Down",1
"4873","GO_REGULATION_OF_MRNA_3_END_PROCESSING",0.10239521080978,3.6330259685696,"UP",0.695413947550942
"4874","GO_REGULATION_OF_MRNA_3_END_PROCESSING",0.61148604295643,0,"Down",1
"4875","GO_NEGATIVE_REGULATION_OF_MRNA_3_END_PROCESSING",0.313412583916227,4.83699410441435,"UP",1
"4876","GO_NEGATIVE_REGULATION_OF_MRNA_3_END_PROCESSING",1,0,"Down",1
"4877","GO_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING",0.431120009954933,2.41844603810298,"UP",1
"4878","GO_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING",1,0,"Down",1
"4879","GO_NEGATIVE_REGULATION_OF_HETEROCHROMATIN_ASSEMBLY",0.171379605826907,Inf,"UP",0.840812004513094
"4880","GO_NEGATIVE_REGULATION_OF_HETEROCHROMATIN_ASSEMBLY",1,0,"Down",1
"4881","GO_NUCLEAR_ENVELOPE_REASSEMBLY",0.528664589866638,1.61211977828126,"UP",1
"4882","GO_NUCLEAR_ENVELOPE_REASSEMBLY",1,0,"Down",1
"4883","GO_CHROMATIN_DISASSEMBLY",0.365707824420779,0,"UP",1
"4884","GO_CHROMATIN_DISASSEMBLY",1,0.690445330832778,"Down",1
"4885","GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION",0.366436686735805,0.697742268280554,"UP",1
"4886","GO_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION",0.452597779065471,1.2315954948008,"Down",1
"4887","GO_RUFFLE_ORGANIZATION",0.407863362350004,0.482515946991484,"UP",1
"4888","GO_RUFFLE_ORGANIZATION",0.0841493520451834,2.2647919136065,"Down",0.629037841962212
"4889","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.503766858567319,0.602833549122594,"UP",1
"4890","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.000116708012669993,3.91334350641094,"Down",0.00841198595181402
"4891","GO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY",1,0,"UP",1
"4892","GO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.171379605826907,Inf,"Down",0.840812004513094
"4893","GO_DNA_INTEGRITY_CHECKPOINT",0.00468105116243164,2.60377292001116,"UP",0.124950107744068
"4894","GO_DNA_INTEGRITY_CHECKPOINT",0.00279305715643753,0.106570370884583,"Down",0.0887186815331852
"4895","GO_G2_DNA_DAMAGE_CHECKPOINT",0.0193932235149166,6.46544130798096,"UP",0.286807485560415
"4896","GO_G2_DNA_DAMAGE_CHECKPOINT",0.61148604295643,0,"Down",1
"4897","GO_INTRA_S_DNA_DAMAGE_CHECKPOINT",1,0.690445330832778,"UP",1
"4898","GO_INTRA_S_DNA_DAMAGE_CHECKPOINT",0.365707824420779,0,"Down",1
"4899","GO_MEMBRANE_RAFT_ORGANIZATION",0.595836554507493,0,"UP",1
"4900","GO_MEMBRANE_RAFT_ORGANIZATION",0.0382149253405907,7.26676176327596,"Down",0.41294634210753
"4901","GO_HEMIDESMOSOME_ASSEMBLY",1,0,"UP",1
"4902","GO_HEMIDESMOSOME_ASSEMBLY",1,0,"Down",1
"4903","GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY",0.313412583916227,4.83699410441435,"UP",1
"4904","GO_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY",1,0,"Down",1
"4905","GO_REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY",1,0,"UP",1
"4906","GO_REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY",1,0,"Down",1
"4907","GO_CELL_SUBSTRATE_ADHESION",3.79998605953048e-05,0.235198187770467,"UP",0.00378928706965413
"4908","GO_CELL_SUBSTRATE_ADHESION",0.00582638569464897,1.79443700705479,"Down",0.140641145639811
"4909","GO_REGULATION_OF_FEVER_GENERATION",1,0,"UP",1
"4910","GO_REGULATION_OF_FEVER_GENERATION",1,0,"Down",1
"4911","GO_RECEPTOR_INTERNALIZATION",0.106740091782353,0.300828895378561,"UP",0.703076066346931
"4912","GO_RECEPTOR_INTERNALIZATION",0.0355598485549237,2.32655966637782,"Down",0.41153262479732
"4913","GO_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE",1,1.20889023779556,"UP",1
"4914","GO_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE",1,1.20889023779556,"Down",1
"4915","GO_ZYMOGEN_ACTIVATION",0.764792437339781,1.20951900185335,"UP",1
"4916","GO_ZYMOGEN_ACTIVATION",0.368728974100104,1.61458069925426,"Down",1
"4917","GO_PLASMINOGEN_ACTIVATION",1,0.690445330832778,"UP",1
"4918","GO_PLASMINOGEN_ACTIVATION",0.365707824420779,0,"Down",1
"4919","GO_KILLING_OF_CELLS_OF_OTHER_ORGANISM",0.336668608803309,0.301528859286687,"UP",1
"4920","GO_KILLING_OF_CELLS_OF_OTHER_ORGANISM",0.753389578509377,0.643999043761328,"Down",1
"4921","GO_REGULATION_OF_MYELINATION",0.758710913723375,0.568008352268554,"UP",1
"4922","GO_REGULATION_OF_MYELINATION",0.0320455530945313,2.83245294857361,"Down",0.38540969067205
"4923","GO_NEGATIVE_REGULATION_OF_MYELINATION",1,1.20889023779556,"UP",1
"4924","GO_NEGATIVE_REGULATION_OF_MYELINATION",1,1.20889023779556,"Down",1
"4925","GO_POSITIVE_REGULATION_OF_MYELINATION",0.703888854352597,0.439028184103842,"UP",1
"4926","GO_POSITIVE_REGULATION_OF_MYELINATION",0.0403518938775937,3.46487356258722,"Down",0.427492833436581
"4927","GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.222344579696117,0.507026413476179,"UP",0.940445368786747
"4928","GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.00324893251547083,2.71114321238432,"Down",0.0993148388880979
"4929","GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.684299471272406,1.20909940548882,"UP",1
"4930","GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.075850966532541,3.23136891191456,"Down",0.590574790797244
"4931","GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.758710913723375,0.568008352268554,"UP",1
"4932","GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.0320455530945313,2.83245294857361,"Down",0.38540969067205
"4933","GO_REGULATION_OF_PROTEIN_STABILITY",0.331465450369691,0.721951286728251,"UP",1
"4934","GO_REGULATION_OF_PROTEIN_STABILITY",0.576229366737535,0.792971446451571,"Down",1
"4935","GO_PROTEIN_DESTABILIZATION",1,0.690135210831078,"UP",1
"4936","GO_PROTEIN_DESTABILIZATION",1,0.690135210831078,"Down",1
"4937","GO_HEAT_GENERATION",0.59811040716824,0,"UP",1
"4938","GO_HEAT_GENERATION",1,0.966967210565318,"Down",1
"4939","GO_REGULATION_OF_HEAT_GENERATION",1,0,"UP",1
"4940","GO_REGULATION_OF_HEAT_GENERATION",1,0,"Down",1
"4941","GO_POSITIVE_REGULATION_OF_HEAT_GENERATION",1,0,"UP",1
"4942","GO_POSITIVE_REGULATION_OF_HEAT_GENERATION",1,0,"Down",1
"4943","GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.0231473157456139,0,"UP",0.323974934106705
"4944","GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.24998120846935,1.8178079407763,"Down",0.98714224997643
"4945","GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.373228503222163,0,"UP",1
"4946","GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.657065640702244,1.38210624613202,"Down",1
"4947","GO_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",1,0,"UP",1
"4948","GO_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.528664589866638,1.61211977828126,"Down",1
"4949","GO_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",1,0,"UP",1
"4950","GO_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0.431120009954933,2.41844603810298,"Down",1
"4951","GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0.764773555182199,0.851475439361049,"UP",1
"4952","GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0.457888735870188,1.21207242576244,"Down",1
"4953","GO_CELLULAR_RESPONSE_TO_NUTRIENT",0.753389578509377,0.643999043761328,"UP",1
"4954","GO_CELLULAR_RESPONSE_TO_NUTRIENT",0.515131293538176,1.48953279601655,"Down",1
"4955","GO_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE",0.431120009954933,2.41844603810298,"UP",1
"4956","GO_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE",1,0,"Down",1
"4957","GO_NEGATIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",0.171379605826907,Inf,"UP",0.840812004513094
"4958","GO_NEGATIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",1,0,"Down",1
"4959","GO_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",1,0,"UP",1
"4960","GO_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",1,0,"Down",1
"4961","GO_TOR_SIGNALING",0.25589911226562,0.466353404699618,"UP",1
"4962","GO_TOR_SIGNALING",0.357839072096353,1.4915067344527,"Down",1
"4963","GO_REGULATION_OF_CHROMATIN_SILENCING",1,0.690445330832778,"UP",1
"4964","GO_REGULATION_OF_CHROMATIN_SILENCING",0.365707824420779,0,"Down",1
"4965","GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING",1,0,"UP",1
"4966","GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING",1,0,"Down",1
"4967","GO_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",0.0096069201406287,9.69874574877864,"UP",0.192720071805464
"4968","GO_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",0.59811040716824,0,"Down",1
"4969","GO_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",0.0293466277375865,Inf,"UP",0.361630730045292
"4970","GO_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",1,0,"Down",1
"4971","GO_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS",0.00370537220262702,19.3963718138248,"UP",0.108045878321582
"4972","GO_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS",0.595836554507493,0,"Down",1
"4973","GO_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0.147717388498152,0,"UP",0.819004209049673
"4974","GO_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0.279528373332325,1.93737219769198,"Down",1
"4975","GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",1,0,"UP",1
"4976","GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0.431120009954933,2.41844603810298,"Down",1
"4977","GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0.373228503222163,0,"UP",1
"4978","GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0.189301375185467,2.42129125623114,"Down",0.893321582600474
"4979","GO_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY",1,0,"UP",1
"4980","GO_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY",0.528664589866638,1.61211977828126,"Down",1
"4981","GO_RESPONSE_TO_CORTICOSTEROID",0.84623775158597,0.84506379677401,"UP",1
"4982","GO_RESPONSE_TO_CORTICOSTEROID",0.329446420571709,0.573511662181645,"Down",1
"4983","GO_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR",1,0.966967210565318,"UP",1
"4984","GO_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR",1,0.966967210565318,"Down",1
"4985","GO_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",0.431120009954933,2.41844603810298,"UP",1
"4986","GO_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",1,0,"Down",1
"4987","GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",0.171379605826907,Inf,"UP",0.840812004513094
"4988","GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",1,0,"Down",1
"4989","GO_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",1,0,"UP",1
"4990","GO_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",1,0,"Down",1
"4991","GO_REGULATION_OF_TOR_SIGNALING",0.460283837580924,0.556603807710007,"UP",1
"4992","GO_REGULATION_OF_TOR_SIGNALING",0.620102160575688,1.26282665529296,"Down",1
"4993","GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING",0.758710913723375,0.568008352268554,"UP",1
"4994","GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING",0.758710913723375,0.568008352268554,"Down",1
"4995","GO_POSITIVE_REGULATION_OF_TOR_SIGNALING",0.373228503222163,0,"UP",1
"4996","GO_POSITIVE_REGULATION_OF_TOR_SIGNALING",0.052427885682061,3.87824560753953,"Down",0.507527628501837
"4997","GO_ARF_PROTEIN_SIGNAL_TRANSDUCTION",0.595836554507493,0,"UP",1
"4998","GO_ARF_PROTEIN_SIGNAL_TRANSDUCTION",0.205333833472633,3.22689770553858,"Down",0.902818409074235
"4999","GO_ISG15_PROTEIN_CONJUGATION",1,0,"UP",1
"5000","GO_ISG15_PROTEIN_CONJUGATION",0.138486270219816,4.84083935559646,"Down",0.808827197022074
"5001","GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION",0.264842239812935,1.71054564763661,"UP",1
"5002","GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION",0.408073414040758,0.459446000250233,"Down",1
"5003","GO_RESPONSE_TO_COBALT_ION",1,0,"UP",1
"5004","GO_RESPONSE_TO_COBALT_ION",1,0,"Down",1
"5005","GO_RESPONSE_TO_MAGNESIUM_ION",0.274589284938673,2.41986722137336,"UP",1
"5006","GO_RESPONSE_TO_MAGNESIUM_ION",1,0.966967210565318,"Down",1
"5007","GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS",0.0382149253405907,7.26676176327596,"UP",0.41294634210753
"5008","GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS",0.595836554507493,0,"Down",1
"5009","GO_CARDIOLIPIN_METABOLIC_PROCESS",1,0.966967210565318,"UP",1
"5010","GO_CARDIOLIPIN_METABOLIC_PROCESS",0.274589284938673,2.41986722137336,"Down",1
"5011","GO_CARDIOLIPIN_BIOSYNTHETIC_PROCESS",1,0,"UP",1
"5012","GO_CARDIOLIPIN_BIOSYNTHETIC_PROCESS",1,0,"Down",1
"5013","GO_NEGATIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",0.528664589866638,1.61211977828126,"UP",1
"5014","GO_NEGATIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",1,0,"Down",1
"5015","GO_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",1,0,"UP",1
"5016","GO_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",1,0,"Down",1
"5017","GO_BLEB_ASSEMBLY",1,0,"UP",1
"5018","GO_BLEB_ASSEMBLY",0.528664589866638,1.61211977828126,"Down",1
"5019","GO_REGULATION_OF_NUCLEASE_ACTIVITY",0.0335924310188594,4.84855308838062,"UP",0.393418311282446
"5020","GO_REGULATION_OF_NUCLEASE_ACTIVITY",0.365707824420779,0,"Down",1
"5021","GO_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",0.205333833472633,3.22689770553858,"UP",0.902818409074235
"5022","GO_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",0.595836554507493,0,"Down",1
"5023","GO_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY",0.528664589866638,1.61211977828126,"UP",1
"5024","GO_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY",1,0,"Down",1
"5025","GO_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY",0.313412583916227,4.83699410441435,"UP",1
"5026","GO_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY",1,0,"Down",1
"5027","GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY",0.0293466277375865,Inf,"UP",0.361630730045292
"5028","GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY",1,0,"Down",1
"5029","GO_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",0.171379605826907,Inf,"UP",0.840812004513094
"5030","GO_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",1,0,"Down",1
"5031","GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",0.0486705044043242,0.165917632740709,"UP",0.492022392457494
"5032","GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",0.336342361508493,1.47473211013558,"Down",1
"5033","GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING",0.0322976976813832,0.155149107062438,"UP",0.386631297069332
"5034","GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING",0.0163293141695451,2.54906686081471,"Down",0.273724392701967
"5035","GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING",0.0147190819100646,0,"UP",0.256671800166848
"5036","GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING",0.177730490765727,1.88617257139331,"Down",0.861070693705086
"5037","GO_RESPONSE_TO_FOOD",1,1.20889023779556,"UP",1
"5038","GO_RESPONSE_TO_FOOD",0.595836554507493,0,"Down",1
"5039","GO_REGULATION_OF_RESPONSE_TO_FOOD",1,0,"UP",1
"5040","GO_REGULATION_OF_RESPONSE_TO_FOOD",1,0,"Down",1
"5041","GO_REGULATION_OF_APPETITE",1,0,"UP",1
"5042","GO_REGULATION_OF_APPETITE",1,0,"Down",1
"5043","GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",3.39654290818332e-07,0.385694882853396,"UP",0.000118257261728647
"5044","GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",3.59139267967447e-06,1.85132007565733,"Down",0.000680758178849733
"5045","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.0191094467340988,0.486861740986039,"UP",0.286807485560415
"5046","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.0133788545388389,1.72554368188663,"Down",0.243426421556093
"5047","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",4.41147452511354e-06,0.278921743515181,"UP",0.000789820204183391
"5048","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.000252925168745322,1.91988039945599,"Down",0.0153215421240296
"5049","GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0.595836554507493,0,"UP",1
"5050","GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",1,1.20889023779556,"Down",1
"5051","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",1,0,"UP",1
"5052","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0.313412583916227,4.83699410441435,"Down",1
"5053","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",1,0,"UP",1
"5054","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",1,0,"Down",1
"5055","GO_SEQUESTERING_OF_ZINC_ION",1,0,"UP",1
"5056","GO_SEQUESTERING_OF_ZINC_ION",1,0,"Down",1
"5057","GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0.501763928189232,0.80310547284847,"UP",1
"5058","GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0.0580522038680413,1.58193202240097,"Down",0.541065504472461
"5059","GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.657065640702244,1.38210624613202,"UP",1
